
Iteracción: 0
individual0 mCAI=1,mHD=0,lLCS=1,GENDER=male,AGE:0,fitness:8.98449e+06, last mutation: -1, Identificador de poblacion: 0
individual1 mCAI=0.429385,mHD=0.210526,lLCS=0.149123,GENDER=female,AGE:0,fitness:6.00734e+06, last mutation: -1, Identificador de poblacion: 122
individual2 mCAI=0.427414,mHD=0.210526,lLCS=0.131579,GENDER=female,AGE:0,fitness:5.91647e+06, last mutation: -1, Identificador de poblacion: 139
individual3 mCAI=0.402646,mHD=0.210526,lLCS=0.149123,GENDER=female,AGE:0,fitness:4.85798e+06, last mutation: -1, Identificador de poblacion: 107
individual4 mCAI=0.374789,mHD=0.210526,lLCS=0.131579,GENDER=female,AGE:0,fitness:3.11034e+06, last mutation: -1, Identificador de poblacion: 165
individual5 mCAI=0.414185,mHD=0.210526,lLCS=0.149123,GENDER=female,AGE:0,fitness:1.72873e+06, last mutation: -1, Identificador de poblacion: 69
individual6 mCAI=0.412511,mHD=0.210526,lLCS=0.149123,GENDER=female,AGE:0,fitness:1.70694e+06, last mutation: -1, Identificador de poblacion: 57
individual7 mCAI=0.414045,mHD=0.201754,lLCS=0.122807,GENDER=female,AGE:0,fitness:994565, last mutation: -1, Identificador de poblacion: 146
individual8 mCAI=0.442279,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:888197, last mutation: -1, Identificador de poblacion: 124
individual9 mCAI=0.401654,mHD=0.210526,lLCS=0.175439,GENDER=female,AGE:0,fitness:769537, last mutation: -1, Identificador de poblacion: 111
individual10 mCAI=0.413481,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:643830, last mutation: -1, Identificador de poblacion: 169
individual11 mCAI=0.412758,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:638649, last mutation: -1, Identificador de poblacion: 198
individual12 mCAI=0.395086,mHD=0.210526,lLCS=0.157895,GENDER=female,AGE:0,fitness:607039, last mutation: -1, Identificador de poblacion: 132
individual13 mCAI=0.389713,mHD=0.201754,lLCS=0.140351,GENDER=female,AGE:0,fitness:407258, last mutation: -1, Identificador de poblacion: 185
individual14 mCAI=0.360669,mHD=0.210526,lLCS=0.149123,GENDER=female,AGE:0,fitness:404571, last mutation: -1, Identificador de poblacion: 45
individual15 mCAI=0.387593,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:396699, last mutation: -1, Identificador de poblacion: 103
individual16 mCAI=0.386507,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:375230, last mutation: -1, Identificador de poblacion: 180
individual17 mCAI=0.353024,mHD=0.210526,lLCS=0.175439,GENDER=female,AGE:0,fitness:355748, last mutation: -1, Identificador de poblacion: 68
individual18 mCAI=0.370416,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:310545, last mutation: -1, Identificador de poblacion: 160
individual19 mCAI=0.430235,mHD=0.201754,lLCS=0.140351,GENDER=female,AGE:0,fitness:283781, last mutation: -1, Identificador de poblacion: 56
individual20 mCAI=0.406622,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:219721, last mutation: -1, Identificador de poblacion: 24
individual21 mCAI=0.399103,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:202781, last mutation: -1, Identificador de poblacion: 33
individual22 mCAI=0.396945,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:178689, last mutation: -1, Identificador de poblacion: 14
individual23 mCAI=0.396368,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:177605, last mutation: -1, Identificador de poblacion: 13
individual24 mCAI=0.437929,mHD=0.201754,lLCS=0.157895,GENDER=female,AGE:0,fitness:173248, last mutation: -1, Identificador de poblacion: 155
individual25 mCAI=0.428365,mHD=0.201754,lLCS=0.166667,GENDER=female,AGE:0,fitness:152401, last mutation: -1, Identificador de poblacion: 189
individual26 mCAI=0.443708,mHD=0.192982,lLCS=0.122807,GENDER=female,AGE:0,fitness:126304, last mutation: -1, Identificador de poblacion: 59
individual27 mCAI=0.39973,mHD=0.201754,lLCS=0.157895,GENDER=female,AGE:0,fitness:115968, last mutation: -1, Identificador de poblacion: 172
individual28 mCAI=0.399752,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:113777, last mutation: -1, Identificador de poblacion: 18
individual29 mCAI=0.389059,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:95980.9, last mutation: -1, Identificador de poblacion: 86
individual30 mCAI=0.388128,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:95062.7, last mutation: -1, Identificador de poblacion: 5
individual31 mCAI=0.392187,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:86325, last mutation: -1, Identificador de poblacion: 79
individual32 mCAI=0.41777,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:85386.4, last mutation: -1, Identificador de poblacion: 179
individual33 mCAI=0.390378,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:84652.7, last mutation: -1, Identificador de poblacion: 102
individual34 mCAI=0.412941,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:79525.7, last mutation: -1, Identificador de poblacion: 141
individual35 mCAI=0.412724,mHD=0.192982,lLCS=0.131579,GENDER=female,AGE:0,fitness:79330.6, last mutation: -1, Identificador de poblacion: 128
individual36 mCAI=0.386778,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:76180.2, last mutation: -1, Identificador de poblacion: 26
individual37 mCAI=0.407352,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:73503.6, last mutation: -1, Identificador de poblacion: 101
individual38 mCAI=0.381342,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:71709.3, last mutation: -1, Identificador de poblacion: 3
individual39 mCAI=0.404023,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:70076.4, last mutation: -1, Identificador de poblacion: 121
individual40 mCAI=0.395642,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:59519.8, last mutation: -1, Identificador de poblacion: 126
individual41 mCAI=0.377316,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:56979.2, last mutation: -1, Identificador de poblacion: 134
individual42 mCAI=0.364054,mHD=0.201754,lLCS=0.140351,GENDER=female,AGE:0,fitness:56292.8, last mutation: -1, Identificador de poblacion: 66
individual43 mCAI=0.373302,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:54072.4, last mutation: -1, Identificador de poblacion: 108
individual44 mCAI=0.372344,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:53531, last mutation: -1, Identificador de poblacion: 190
individual45 mCAI=0.358891,mHD=0.201754,lLCS=0.122807,GENDER=female,AGE:0,fitness:51376.2, last mutation: -1, Identificador de poblacion: 89
individual46 mCAI=0.358075,mHD=0.201754,lLCS=0.131579,GENDER=female,AGE:0,fitness:50545.6, last mutation: -1, Identificador de poblacion: 85
individual47 mCAI=0.357665,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:50361.5, last mutation: -1, Identificador de poblacion: 44
individual48 mCAI=0.364497,mHD=0.201754,lLCS=0.157895,GENDER=female,AGE:0,fitness:49945.7, last mutation: -1, Identificador de poblacion: 73
individual49 mCAI=0.361454,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:47282.4, last mutation: -1, Identificador de poblacion: 135
individual50 mCAI=0.389505,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:47243.9, last mutation: -1, Identificador de poblacion: 197
individual51 mCAI=0.389286,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:47054.3, last mutation: -1, Identificador de poblacion: 152
individual52 mCAI=0.432908,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:45616.9, last mutation: -1, Identificador de poblacion: 78
individual53 mCAI=0.386588,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:41913.7, last mutation: -1, Identificador de poblacion: 136
individual54 mCAI=0.385911,mHD=0.192982,lLCS=0.131579,GENDER=female,AGE:0,fitness:41496, last mutation: -1, Identificador de poblacion: 106
